Name,Extension,Size_MB,Size_Bytes,RelativePath,FullPath,WebsiteCategory,Subcategory,PlannedUse
pedal_kopling_dealer_suzuki95eb.JPG,.jpg,0.029,30135,cms.suzukihyperlocal.com\pedal_kopling_dealer_suzuki95eb.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\pedal_kopling_dealer_suzuki95eb.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Pelanggan-482c0.jpg,.jpg,0.379,397617,cms.suzukihyperlocal.com\Pelanggan-482c0.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Pelanggan-482c0.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
pentingnya-fitur-smart-e-mirror-pada-suzuki-xl7_thumb404e.png,.png,0.327,343125,cms.suzukihyperlocal.com\pentingnya-fitur-smart-e-mirror-pada-suzuki-xl7_thumb404e.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\pentingnya-fitur-smart-e-mirror-pada-suzuki-xl7_thumb404e.png,XL7_HYBRID,Product asset,Homepage hero + product page
penyebab_bunyi_gluduk_dealer_suzuki8007.jpg,.jpg,0.049,51057,cms.suzukihyperlocal.com\penyebab_bunyi_gluduk_dealer_suzuki8007.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\penyebab_bunyi_gluduk_dealer_suzuki8007.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
penyebab_kopling_mobil_keras_dealer_suzukib144.JPG,.jpg,0.023,24266,cms.suzukihyperlocal.com\penyebab_kopling_mobil_keras_dealer_suzukib144.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\penyebab_kopling_mobil_keras_dealer_suzukib144.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
power_steering_mobil_dealer_suzukica1e.jpg,.jpg,0.102,107014,cms.suzukihyperlocal.com\power_steering_mobil_dealer_suzukica1e.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\power_steering_mobil_dealer_suzukica1e.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
PPNBM-0-harga-naikb1ab.jpg,.jpg,0.328,343495,cms.suzukihyperlocal.com\PPNBM-0-harga-naikb1ab.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\PPNBM-0-harga-naikb1ab.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
PPNBMaa6f.jpg,.jpg,0.306,321119,cms.suzukihyperlocal.com\PPNBMaa6f.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\PPNBMaa6f.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
PU-50%ae13.jpg,.jpg,0.388,406903,cms.suzukihyperlocal.com\PU-50%ae13.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\PU-50%ae13.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
PU-Imlek0b0d.jpg,.jpg,0.261,273825,cms.suzukihyperlocal.com\PU-Imlek0b0d.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\PU-Imlek0b0d.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
PU-USAHA9656.jpg,.jpg,1.271,1333237,cms.suzukihyperlocal.com\PU-USAHA9656.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\PU-USAHA9656.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
PU46bc.jpg,.jpg,0.248,259677,cms.suzukihyperlocal.com\PU46bc.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\PU46bc.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
radiator_flush_dealer_suzukidd7a.png,.png,0.724,759320,cms.suzukihyperlocal.com\radiator_flush_dealer_suzukidd7a.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\radiator_flush_dealer_suzukidd7a.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Rajanya-Pick-upc138.jpg,.jpg,0.075,78367,cms.suzukihyperlocal.com\Rajanya-Pick-upc138.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Rajanya-Pick-upc138.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
Real-Black-NEW_CARRY_PICK-UPe84c.webp,.webp,0.042,44368,cms.suzukihyperlocal.com\Real-Black-NEW_CARRY_PICK-UPe84c.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Real-Black-NEW_CARRY_PICK-UPe84c.webp,NEW_CARRY,Product/color,Product page + catalog
red-APV_ARENA9435.webp,.webp,0.048,50828,cms.suzukihyperlocal.com\red-APV_ARENA9435.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\red-APV_ARENA9435.webp,LEGACY_PRODUCT_ARCHIVE,APV product asset,Archive only; not current primary lineup
Red-S-PRESSO6c73.webp,.webp,0.06,62520,cms.suzukihyperlocal.com\Red-S-PRESSO6c73.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Red-S-PRESSO6c73.webp,S_PRESSO,Product asset,Product page + catalog
rem_cakram_Dealer_suzukiee99.JPG,.jpg,0.035,36888,cms.suzukihyperlocal.com\rem_cakram_Dealer_suzukiee99.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\rem_cakram_Dealer_suzukiee99.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
rocker_arm_dealer_suzuki83cb.jpg,.jpg,0.152,159885,cms.suzukihyperlocal.com\rocker_arm_dealer_suzuki83cb.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\rocker_arm_dealer_suzuki83cb.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
savana-ivory-SGXee76.png,.png,0.452,473735,cms.suzukihyperlocal.com\savana-ivory-SGXee76.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\savana-ivory-SGXee76.png,FRONX,Exterior/color/variant,Product page + catalog
semakind6c9.jpg,.jpg,0.416,435809,cms.suzukihyperlocal.com\semakind6c9.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\semakind6c9.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
sensor_ect_dealer_suzuki_(1)8e4f.jpg,.jpg,0.018,19201,cms.suzukihyperlocal.com\sensor_ect_dealer_suzuki_(1)8e4f.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\sensor_ect_dealer_suzuki_(1)8e4f.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
servis-2c3b7.jpg,.jpg,0.168,175741,cms.suzukihyperlocal.com\servis-2c3b7.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\servis-2c3b7.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Silky-Silver-ALL_NEW_ERTIGA26ac.webp,.webp,0.053,55824,cms.suzukihyperlocal.com\Silky-Silver-ALL_NEW_ERTIGA26ac.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Silky-Silver-ALL_NEW_ERTIGA26ac.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
Silky-Silver-NEW_CARRY_PICK-UP5b0e.webp,.webp,0.036,37402,cms.suzukihyperlocal.com\Silky-Silver-NEW_CARRY_PICK-UP5b0e.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Silky-Silver-NEW_CARRY_PICK-UP5b0e.webp,NEW_CARRY,Product/color,Product page + catalog
Silkysilver-S-PRESSOb2d0.webp,.webp,0.054,56268,cms.suzukihyperlocal.com\Silkysilver-S-PRESSOb2d0.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Silkysilver-S-PRESSOb2d0.webp,S_PRESSO,Product asset,Product page + catalog
silky_silver_metallic-JIMNY_3-DOORS0b68.webp,.webp,0.034,35524,cms.suzukihyperlocal.com\silky_silver_metallic-JIMNY_3-DOORS0b68.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\silky_silver_metallic-JIMNY_3-DOORS0b68.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
silver-APV_ARENA9b6a.webp,.webp,0.05,52412,cms.suzukihyperlocal.com\silver-APV_ARENA9b6a.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\silver-APV_ARENA9b6a.webp,LEGACY_PRODUCT_ARCHIVE,APV product asset,Archive only; not current primary lineup
sistem_pengisian_mobil_dealer_suzuki06de.jpg,.jpg,0.099,104205,cms.suzukihyperlocal.com\sistem_pengisian_mobil_dealer_suzuki06de.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\sistem_pengisian_mobil_dealer_suzuki06de.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Sizzle_Orange-White-S-PRESSOdc39.webp,.webp,0.06,62578,cms.suzukihyperlocal.com\Sizzle_Orange-White-S-PRESSOdc39.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Sizzle_Orange-White-S-PRESSOdc39.webp,S_PRESSO,Product asset,Product page + catalog
ssda68.jpg,.jpg,0.448,469827,cms.suzukihyperlocal.com\ssda68.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ssda68.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
SST1121.jpg,.jpg,0.256,268210,cms.suzukihyperlocal.com\SST1121.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\SST1121.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
sufi-1fef4.jpg,.jpg,0.966,1013243,cms.suzukihyperlocal.com\sufi-1fef4.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\sufi-1fef4.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Sultan-Sayur1c9a.jpg,.jpg,1.05,1100756,cms.suzukihyperlocal.com\Sultan-Sayur1c9a.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Sultan-Sayur1c9a.jpg,ARTICLE_OR_PROMO_ARCHIVE,Legacy article/promo asset,Archive; use only when content is intentionally republished
suzuki-berikan-servis-kendaraan-gratis-bagi-korban-banjir-kalimantan-selatan_thumb09f8.png,.png,0.345,361952,cms.suzukihyperlocal.com\suzuki-berikan-servis-kendaraan-gratis-bagi-korban-banjir-kalimantan-selatan_thumb09f8.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\suzuki-berikan-servis-kendaraan-gratis-bagi-korban-banjir-kalimantan-selatan_thumb09f8.png,ARTICLE_MEDIA,Article image,Blog/SEO article
Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-BRAVE-KHAKI-[FIX-LAYERS]_1-GX83ca.webp,.webp,0.053,55368,cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-BRAVE-KHAKI-[FIX-LAYERS]_1-GX83ca.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-BRAVE-KHAKI-[FIX-LAYERS]_1-GX83ca.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-COOL-BLACK-[FIX-LAYERS]_1-GXfc6d.webp,.webp,0.051,53820,cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-COOL-BLACK-[FIX-LAYERS]_1-GXfc6d.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-COOL-BLACK-[FIX-LAYERS]_1-GXfc6d.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-MELLOW-DEEP-RED-[FIX-LAYERS]_2-GX03f6.webp,.webp,0.053,55116,cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-MELLOW-DEEP-RED-[FIX-LAYERS]_2-GX03f6.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-MELLOW-DEEP-RED-[FIX-LAYERS]_2-GX03f6.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-METALLIC-MAGMA-GREY-[FIX-LAYERS]_2-GXb147.webp,.webp,0.054,56448,cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-METALLIC-MAGMA-GREY-[FIX-LAYERS]_2-GXb147.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-METALLIC-MAGMA-GREY-[FIX-LAYERS]_2-GXb147.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-PEARL-SNOW-WHITE-[FIX-LAYERS]_1-GX40a0.webp,.webp,0.054,56532,cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-PEARL-SNOW-WHITE-[FIX-LAYERS]_1-GX40a0.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-PEARL-SNOW-WHITE-[FIX-LAYERS]_1-GX40a0.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-SILKY-SILVER-[FIX-LAYERS]_1-GXffae.webp,.webp,0.053,55618,cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-SILKY-SILVER-[FIX-LAYERS]_1-GXffae.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-SILKY-SILVER-[FIX-LAYERS]_1-GXffae.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-[FIX-LAYERS]-copy_1-GX3cf9.webp,.webp,0.054,57000,cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-[FIX-LAYERS]-copy_1-GX3cf9.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Suzuki-Ertiga-Hybrid-GX-Hero-[FLIP]-[FIX-LAYERS]-copy_1-GX3cf9.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
suzuki-luncurkan-tampilan-baru-new-carry-pick-up4d55.jpg,.jpg,0.157,164904,cms.suzukihyperlocal.com\suzuki-luncurkan-tampilan-baru-new-carry-pick-up4d55.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\suzuki-luncurkan-tampilan-baru-new-carry-pick-up4d55.jpg,NEW_CARRY,Product/color,Product page + catalog
tachometer_mobil_suzuki_dealer_suzuki4683.jpg,.jpg,0.087,91409,cms.suzukihyperlocal.com\tachometer_mobil_suzuki_dealer_suzuki4683.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\tachometer_mobil_suzuki_dealer_suzuki4683.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
tanda_tombol_dashboard_bermasalah41e0.webp,.webp,0.023,23736,cms.suzukihyperlocal.com\tanda_tombol_dashboard_bermasalah41e0.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\tanda_tombol_dashboard_bermasalah41e0.webp,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
thumbnail_GXf9a9.webp,.webp,0.048,50562,cms.suzukihyperlocal.com\thumbnail_GXf9a9.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\thumbnail_GXf9a9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article
tips-agar-posisi-duduk-nyaman-dan-aman-saat-berkendara_thumbce32.png,.png,0.372,389671,cms.suzukihyperlocal.com\tips-agar-posisi-duduk-nyaman-dan-aman-saat-berkendara_thumbce32.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\tips-agar-posisi-duduk-nyaman-dan-aman-saat-berkendara_thumbce32.png,ARTICLE_MEDIA,Article image,Blog/SEO article
transmisi_mobil_dealer_suzuki0c15.jpg,.jpg,0.151,158563,cms.suzukihyperlocal.com\transmisi_mobil_dealer_suzuki0c15.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\transmisi_mobil_dealer_suzuki0c15.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Untitled-1-Recovered-Recovered-Recovered5058.jpg,.jpg,0.251,263135,cms.suzukihyperlocal.com\Untitled-1-Recovered-Recovered-Recovered5058.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Untitled-1-Recovered-Recovered-Recovered5058.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article
website81d9.jpg,.jpg,0.414,433817,cms.suzukihyperlocal.com\website81d9.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\website81d9.jpg,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content
WhatsApp-Image-2022-06-23-at-14.15.266945.jpeg,.jpeg,0.275,288787,cms.suzukihyperlocal.com\WhatsApp-Image-2022-06-23-at-14.15.266945.jpeg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\WhatsApp-Image-2022-06-23-at-14.15.266945.jpeg,CONTACT_UI,Contact asset,Contact/WhatsApp
White-NEW_CARRY_PICK-UP95de.webp,.webp,0.04,41932,cms.suzukihyperlocal.com\White-NEW_CARRY_PICK-UP95de.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\White-NEW_CARRY_PICK-UP95de.webp,NEW_CARRY,Product/color,Product page + catalog
White-S-PRESSO3060.webp,.webp,0.052,54788,cms.suzukihyperlocal.com\White-S-PRESSO3060.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\White-S-PRESSO3060.webp,S_PRESSO,Product asset,Product page + catalog
XL71d55.jpg,.jpg,0.533,559149,cms.suzukihyperlocal.com\XL71d55.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\XL71d55.jpg,XL7_HYBRID,Product asset,Homepage hero + product page
suzukilogo-pp-removebg-preview.png,.png,0.08,83803,cms.suzukihyperlocal.com\images\defaults\suzukilogo-pp-removebg-preview.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\images\defaults\suzukilogo-pp-removebg-preview.png,BRAND_UI,Logo/icon,Header/footer/UI
total-penjualan-bulan-agustus-2022-meningkat-suzuki-xl7-jadi-salah-satu-kontributor-positif1664342992_thumb.png,.png,0.0,0,d2fgf7u961ce77.cloudfront.net\uploads\news\total-penjualan-bulan-agustus-2022-meningkat-suzuki-xl7-jadi-salah-satu-kontributor-positif1664342992_thumb.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\d2fgf7u961ce77.cloudfront.net\uploads\news\total-penjualan-bulan-agustus-2022-meningkat-suzuki-xl7-jadi-salah-satu-kontributor-positif1664342992_thumb.png,XL7_HYBRID,Product asset,Homepage hero + product page
unnamed.jpg,.jpg,0.125,131526,lh6.googleusercontent.com\unnamed.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\lh6.googleusercontent.com\unnamed.jpg,EXTERNAL_REFERENCE,External-source asset,Archive/reference; do not publish automatically
la-brands-400.svg,.svg,0.884,927335,maxst.icons8.com\vue-static\landings\line-awesome\line-awesome\1.3.0\fonts\la-brands-400.svg,D:\Papah\suzukisemarangcenter\TRADA_RAW\maxst.icons8.com\vue-static\landings\line-awesome\line-awesome\1.3.0\fonts\la-brands-400.svg,BRAND_UI,Logo/icon,Header/footer/UI
la-regular-400.svg,.svg,0.108,113535,maxst.icons8.com\vue-static\landings\line-awesome\line-awesome\1.3.0\fonts\la-regular-400.svg,D:\Papah\suzukisemarangcenter\TRADA_RAW\maxst.icons8.com\vue-static\landings\line-awesome\line-awesome\1.3.0\fonts\la-regular-400.svg,BRAND_UI,Logo/icon,Header/footer/UI
la-solid-900.svg,.svg,0.88,923151,maxst.icons8.com\vue-static\landings\line-awesome\line-awesome\1.3.0\fonts\la-solid-900.svg,D:\Papah\suzukisemarangcenter\TRADA_RAW\maxst.icons8.com\vue-static\landings\line-awesome\line-awesome\1.3.0\fonts\la-solid-900.svg,BRAND_UI,Logo/icon,Header/footer/UI
54982-suzuki-baleno-giias-2022-suaradotcom-manuel-j-nainggolan.jpg,.jpg,0.049,51043,media.suara.com\pictures\653x366\2022\08\12\54982-suzuki-baleno-giias-2022-suaradotcom-manuel-j-nainggolan.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\media.suara.com\pictures\653x366\2022\08\12\54982-suzuki-baleno-giias-2022-suaradotcom-manuel-j-nainggolan.jpg,BALENO,Product asset,Product page + catalog if confirmed
49884-giias-2022-suzuki-s-presso.jpg,.jpg,0.054,56842,media.suara.com\pictures\653x366\2022\08\14\49884-giias-2022-suzuki-s-presso.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\media.suara.com\pictures\653x366\2022\08\14\49884-giias-2022-suzuki-s-presso.jpg,S_PRESSO,Product asset,Product page + catalog
car-replace-tire-and-wheels-free.jpg,.jpg,0.057,59825,nmaa.co.id\wp-content\uploads\2021\03\car-replace-tire-and-wheels-free.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\nmaa.co.id\wp-content\uploads\2021\03\car-replace-tire-and-wheels-free.jpg,EXTERNAL_REFERENCE,External-source asset,Archive/reference; do not publish automatically
freepik-wiper-mobil-ulti-2.jpg,.jpg,0.048,50738,nmaa.co.id\wp-content\uploads\2021\06\freepik-wiper-mobil-ulti-2.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\nmaa.co.id\wp-content\uploads\2021\06\freepik-wiper-mobil-ulti-2.jpg,EXTERNAL_REFERENCE,External-source asset,Archive/reference; do not publish automatically
banner.webp,.webp,0.028,29766,suzukitradajateng.co.id\assets\images\banner.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\banner.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo
battery ertiga hybrid.webp,.webp,0.495,518828,suzukitradajateng.co.id\assets\images\battery ertiga hybrid.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\battery ertiga hybrid.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
ertiga-hybrid-cruise.webp,.webp,0.061,64428,suzukitradajateng.co.id\assets\images\ertiga-hybrid-cruise.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\ertiga-hybrid-cruise.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
ertiga-hybrid-gx.webp,.webp,0.115,120272,suzukitradajateng.co.id\assets\images\ertiga-hybrid-gx.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\ertiga-hybrid-gx.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
FA DI-KV1- SUZUKI NEW ERTIGA 2024-LAYER (1) 1-min.webp,.webp,0.176,184462,suzukitradajateng.co.id\assets\images\FA DI-KV1- SUZUKI NEW ERTIGA 2024-LAYER (1) 1-min.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\FA DI-KV1- SUZUKI NEW ERTIGA 2024-LAYER (1) 1-min.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
feature.webp,.webp,0.083,87312,suzukitradajateng.co.id\assets\images\feature.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\feature.webp,FEATURE_SAFETY,Feature/safety,Relevant product page
Frame 317426.webp,.webp,0.0,520,suzukitradajateng.co.id\assets\images\Frame 317426.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\Frame 317426.webp,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content
Frame 317492.webp,.webp,0.12,126140,suzukitradajateng.co.id\assets\images\Frame 317492.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\Frame 317492.webp,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content
modal-bg.webp,.webp,0.019,20012,suzukitradajateng.co.id\assets\images\modal-bg.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\modal-bg.webp,UI_TECHNICAL,UI/technical asset,Archive/reference; not core website content
Arctic White Pearl + Bluish Black Pearl.png,.png,0.326,342212,suzukitradajateng.co.id\assets\images\e-vitara\Arctic White Pearl + Bluish Black Pearl.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\e-vitara\Arctic White Pearl + Bluish Black Pearl.png,E_VITARA,Future/verify lineup,Produk
Bluish Black Pearl.png,.png,0.298,312676,suzukitradajateng.co.id\assets\images\e-vitara\Bluish Black Pearl.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\e-vitara\Bluish Black Pearl.png,E_VITARA,Future/verify lineup,Produk
Land Breeze Green Pearl Metallic + Bluish Black Pearl.png,.png,0.355,371798,suzukitradajateng.co.id\assets\images\e-vitara\Land Breeze Green Pearl Metallic + Bluish Black Pearl.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\suzukitradajateng.co.id\assets\images\e-vitara\Land Breeze Green Pearl Metallic + Bluish Black Pearl.png,E_VITARA,Future/verify lineup,Produk
